,id,score,response,cand,question,knowledge_ans,knowledge,label
429,216,0.0,i love nintendo too . it ' s one of the most popular companies of all time .,the most popular companies,What is nintendo one of all time?,[CLS],"Nintendo is one of the world's largest video game companies by market capitalization, creating some of the best-known and top-selling video game franchises, such as ""Mario"", ""The Legend of Zelda"", and ""Pokémon"".",1
430,216,0.0,i love nintendo too . it ' s one of the most popular companies of all time .,all time,nintendo is one of the most popular companies of what time?,[CLS],"Nintendo is one of the world's largest video game companies by market capitalization, creating some of the best-known and top-selling video game franchises, such as ""Mario"", ""The Legend of Zelda"", and ""Pokémon"".",1
431,217,1.0,"led zeppelin , black sabbath and deep purple are one of my favorites .",black sabbath,"Along with led zeppelin and deep purple, what is a favorite of mine?",black sabbath,"In 1968, three of the genre's most famous acts, Led Zeppelin, Black Sabbath and Deep Purple were founded.",0
432,217,0.0,"led zeppelin , black sabbath and deep purple are one of my favorites .",deep purple,"Along with black sabbath and led zeppelin, what color is a favorite of mine?",[CLS],"In 1968, three of the genre's most famous acts, Led Zeppelin, Black Sabbath and Deep Purple were founded.",0
433,217,0.0,"led zeppelin , black sabbath and deep purple are one of my favorites .",my favorites,What is led zeppelin one of?,most famous acts,"In 1968, three of the genre's most famous acts, Led Zeppelin, Black Sabbath and Deep Purple were founded.",0
434,218,0.6666666666666666,michael phelps is the most decorated olympian of all time .,michael phelps,Who is the most decorated olympian of all time?,michael fred phelps ii,"Michael Fred Phelps II (born June 30, 1985) is an American retired competitive swimmer and the most successful and most decorated Olympian of all time, with a total of 28 medals.",0
435,219,0.0,it ' s funny that the first show was broadcast in 1938 .,1938,When was the first season of American Idol broadcast?,[CLS],"The very first television game show, ""Spelling Bee"", was broadcast in 1938.",0
436,219,0.0,it ' s funny that the first show was broadcast in 1938 .,the first show,What show was broadcast in 1938?,"""spelling bee"",","The very first television game show, ""Spelling Bee"", was broadcast in 1938.",0
437,220,1.0,"he is an english singer , songwriter , and producer .",english,What is his nationality?,english,"Edward Christopher Sheeran, (born 17 February 1991) is an English singer, songwriter, guitarist, and record producer.",0
438,220,0.0,"he is an english singer , songwriter , and producer .",he,"Who is an english singer, songwriter, and producer?",edward christopher sheeran,"Edward Christopher Sheeran, (born 17 February 1991) is an English singer, songwriter, guitarist, and record producer.",0
439,220,0.5,"he is an english singer , songwriter , and producer .",songwriter,"Along with a producer, what else is he known for?","singer, songwriter, guitarist","Edward Christopher Sheeran, (born 17 February 1991) is an English singer, songwriter, guitarist, and record producer.",0
440,220,0.6666666666666666,"he is an english singer , songwriter , and producer .",producer,What is his job title?,record producer,"Edward Christopher Sheeran, (born 17 February 1991) is an English singer, songwriter, guitarist, and record producer.",0
441,221,0.0,his first album was released in 2011 . it was released on the radio .,2011,When was his first album released?,[CLS],"In early 2011, Sheeran independently released the extended play, ""No.",1
442,221,0.0,his first album was released in 2011 . it was released on the radio .,his first album,What album was released in 2011?,"""no.","In early 2011, Sheeran independently released the extended play, ""No.",1
443,221,0.0,his first album was released in 2011 . it was released on the radio .,the radio,On what platform was his first album released?,[CLS],"In early 2011, Sheeran independently released the extended play, ""No.",1
444,222,0.0,"i ' m not sure , but i do know that greece is the study of western civilization .",greece,What country is the study of western civilization?,[CLS],"Greece is considered the cradle of Western civilization, being the birthplace of democracy, Western philosophy, the Olympic Games, Western literature, historiography, political science, major scientific and mathematical principles, and Western drama.",1
445,222,0.0,"i ' m not sure , but i do know that greece is the study of western civilization .",western civilization,greece is the study of what?,[CLS],"Greece is considered the cradle of Western civilization, being the birthplace of democracy, Western philosophy, the Olympic Games, Western literature, historiography, political science, major scientific and mathematical principles, and Western drama.",1
446,223,-1.0,"i like them grilled , pan - fried , or broiled .",NO_Q,NO_Q,NO_Q,"Steaks are usually grilled, but they can be pan-fried, or broiled.",0
447,224,0.5,the brewing industry has been around since the 19th century .,the 19th century,Since when has the brewing industry been around?,nineteenth century,Since the nineteenth century the brewing industry has been part of most western economies.,0
448,224,1.0,the brewing industry has been around since the 19th century .,the brewing industry,What industry has been around since the 19th century?,brewing industry,Since the nineteenth century the brewing industry has been part of most western economies.,0
449,225,0.0,"it is made in the form of a liquid , paste , or in a block .",it,"What is made as a liquid, paste, or block?",[CLS],"It is made in the form of a liquid, paste, or in a block, or used as a flavoring ingredient in other foods.",0
450,226,0.5,ethical vegans oppose the use of animals for any purpose .,ethical vegans,Who opposes the use of animals for any purpose?,"""ethical vegan""","The term ""ethical vegan"" is often applied to those who not only follow a vegan diet but extend the philosophy into other areas of their lives, and oppose the use of animals for any purpose.",0
451,226,1.0,ethical vegans oppose the use of animals for any purpose .,animals,What do vegans oppose the use of?,animals,"The term ""ethical vegan"" is often applied to those who not only follow a vegan diet but extend the philosophy into other areas of their lives, and oppose the use of animals for any purpose.",0
452,226,1.0,ethical vegans oppose the use of animals for any purpose .,any purpose,What do vegans oppose the use of animals for?,any purpose,"The term ""ethical vegan"" is often applied to those who not only follow a vegan diet but extend the philosophy into other areas of their lives, and oppose the use of animals for any purpose.",0
