,id,score,response,cand,question,knowledge_ans,knowledge,label
279,127,0.5,"i ' m not sure if you ' ve ever seen the 1974 movie , the godfather , or the 2006 movie .",the godfather,What was the name of the 1974 movie?,"""the godfather part ii"",","The game is based on the 1974 film ""The Godfather Part II"", and is a sequel to the 2006 game ""The Godfather"", which was based on the 1972 film of the same name.",1
280,128,0.0,"interestingly , the philippines called themselves dentists",philippines,Who called themselves dentists?,[CLS],"Among the early Filipino to act as ""dental practitioners"" and ""curers of toothaches"" were barbers.",1
281,128,0.0,"interestingly , the philippines called themselves dentists",the philippines,Who called themselves dentists?,[CLS],"Among the early Filipino to act as ""dental practitioners"" and ""curers of toothaches"" were barbers.",1
282,128,0.0,"interestingly , the philippines called themselves dentists",dentists,What did the philippines call themselves?,[CLS],"Among the early Filipino to act as ""dental practitioners"" and ""curers of toothaches"" were barbers.",1
283,129,0.0,not really . they range from 15 to 50 employees .,15 to 50,How many employees are there?,fewer than five thousand employees,"Small businesses range from fifteen employees under the Australian ""Fair Work Act 2009"", fifty employees according to the definition used by the European Union, and fewer than five thousand employees, to qualify for many U.S. Small Business Administration programs.",1
284,130,0.0,"well , back in the day , georgia was the first state to have a cotton plantation .",georgia,What state was the first to have a cotton plantation?,[CLS],The history of Georgia in the United States of America spans pre-Columbian time to the present-day U.S. state of Georgia.,1
285,130,0.0,"well , back in the day , georgia was the first state to have a cotton plantation .",the day,Back in what era was georgia the first state to plant cotton?,[CLS],The history of Georgia in the United States of America spans pre-Columbian time to the present-day U.S. state of Georgia.,1
286,130,0.0,"well , back in the day , georgia was the first state to have a cotton plantation .",a cotton plantation,What was georgia the first state to have?,[CLS],The history of Georgia in the United States of America spans pre-Columbian time to the present-day U.S. state of Georgia.,1
287,131,0.09523809523809523,well historically the stars have been grouped together to form proper names,the stars,What have been grouped together to form proper names?,"[CLS] what have been grouped together to form proper names?[SEP] historically, the most prominent stars were grouped into constellations and asterisms","Historically, the most prominent stars were grouped into constellations and asterisms, the brightest of which gained proper names.",1
288,131,0.0,well historically the stars have been grouped together to form proper names,proper names,What have the stars been grouped together to form?,[CLS],"Historically, the most prominent stars were grouped into constellations and asterisms, the brightest of which gained proper names.",1
289,132,0.08695652173913042,most stars are invisible but most are visible from earth,most stars,What are invisible but most are visible from earth?,"[CLS] what are invisible but most are visible from earth?[SEP] indeed, most are invisible from earth even through the most powerful telescopes","Indeed, most are invisible from Earth even through the most powerful telescopes.",1
290,132,0.0,most stars are invisible but most are visible from earth,earth,Most stars are visible from where?,[CLS],"Indeed, most are invisible from Earth even through the most powerful telescopes.",1
291,133,0.0,"she did an interview with elvis presley , and she said that she was on a tour of st . john ' s garden at four years old .",elvis presley,Who did she interview?,[CLS],"In an interview she recounted her performance of Elvis Presley's ""Can't Help Falling in Love With You"" at age four while on a trip to St. Tropez to an audience at the Hotel Byblos.",1
292,133,0.0,"she did an interview with elvis presley , and she said that she was on a tour of st . john ' s garden at four years old .",an interview,What did she do with elvis presley?,[CLS],"In an interview she recounted her performance of Elvis Presley's ""Can't Help Falling in Love With You"" at age four while on a trip to St. Tropez to an audience at the Hotel Byblos.",1
293,134,1.0,"yes , he is . he is writing a sixth novel called "" the winter ' s watch "" .",sixth,How many novels is he writing?,sixth,"He is still writing the sixth novel, ""The Winds of Winter"".",1
294,134,0.0,"yes , he is . he is writing a sixth novel called "" the winter ' s watch "" .",a sixth novel,What is'the winter's watch'?,[CLS],"He is still writing the sixth novel, ""The Winds of Winter"".",1
295,134,0.3333333333333333,"yes , he is . he is writing a sixth novel called "" the winter ' s watch "" .",the winter ' s watch,What is the name of his sixth novel?,"""the winds of winter"".","He is still writing the sixth novel, ""The Winds of Winter"".",1
296,135,0.0,their most famous song is called soad which is a heavy metal song,soad,What is the name of their most famous song?,[CLS],"System of a Down, sometimes shortened to System and abbreviated as SOAD, is an heavy metal band from Glendale, California, formed in 1994.",1
297,135,0.0,their most famous song is called soad which is a heavy metal song,a heavy metal song,What is soad?,,"System of a Down, sometimes shortened to System and abbreviated as SOAD, is an heavy metal band from Glendale, California, formed in 1994.",1
298,136,0.0,i like that the main character is played by scarlett scarlett .,scarlett scarlett,Who plays the main character?,vivien leigh,"The leading roles are played by Vivien Leigh (Scarlett), Clark Gable (Rhett), Leslie Howard (Ashley), and Olivia de Havilland (Melanie).",1
299,136,0.0,i like that the main character is played by scarlett scarlett .,the main character,Who is played by scarlett?,[CLS],"The leading roles are played by Vivien Leigh (Scarlett), Clark Gable (Rhett), Leslie Howard (Ashley), and Olivia de Havilland (Melanie).",1
300,137,0.0,"i ' m glad too . in the us , it ' s a lot harder to get a divorce than it is in other countries .",the us,Where is it harder to get a divorce than other countries?,[CLS],"Divorce laws vary considerably around the world, but in most countries divorce requires the sanction of a court or other authority in a legal process, which may involve issues of alimony (spousal support), child custody, child visitation / access, parenting time, child support, distribution of property, and division of debt.",1
301,137,0.0,"i ' m glad too . in the us , it ' s a lot harder to get a divorce than it is in other countries .",a divorce,"In the us, it's a lot harder to get what?",[CLS],"Divorce laws vary considerably around the world, but in most countries divorce requires the sanction of a court or other authority in a legal process, which may involve issues of alimony (spousal support), child custody, child visitation / access, parenting time, child support, distribution of property, and division of debt.",1
302,138,-1.0,do you know that protein and fat form milk ?,NO_Q,NO_Q,NO_Q,"It comprises proteins and fat from milk, usually the milk of cows, buffalo, goats, or sheep.",1
303,139,0.0,that is a good choice . the series is based on fantasy novels .,the series,What is based on fantasy novels?,[CLS],Mistborn is a series of epic fantasy novels written by American author Brandon Sanderson and published by Tor Books.,1
304,139,0.0,that is a good choice . the series is based on fantasy novels .,fantasy novels,What is the series based on?,[CLS],Mistborn is a series of epic fantasy novels written by American author Brandon Sanderson and published by Tor Books.,1
305,140,0.0,i am not sure but i do know that there are over 387 different languages on the show,the show,What show has over 387 different languages?,[CLS],", there have been 387 seasons of ""Big Brother"" in over 54 franchise countries and regions.",1
